Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 X,"59,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 XI,"59,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 XII,"56,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 I,"48,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 II,"46,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 III,"46,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 IV,"47,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 V,"44,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VI,"46,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VII,"44,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VIII,"39,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 IX,"40,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 X,"36,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 XI,"35,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 XII,"37,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 I,"35,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 II,"38,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 III,"37,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 IV,"40,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 V,"37,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VI,"35,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VII,"37,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VIII,"33,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 IX,"35,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 X,"39,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 XI,"37,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 XII,"36,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 I,"34,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 II,"33,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 III,"37,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 IV,"26,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 V,"30,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VI,"37,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VII,"34,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VIII,"42,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 IX,"35,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 X,"38,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 XI,"32,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 XII,"31,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 I,"39,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 II,"38,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 III,"41,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 IV,"35,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 V,"43,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VI,"39,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VII,"39,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VIII,"41,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 IX,"39,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 X,"37,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 XI,"32,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 XII,"39,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 I,"20,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 II,"26,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 III,"24,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 IV,"26,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 V,"23,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VI,"22,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VII,"28,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VIII,"22,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 IX,"24,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 X,"24,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 XI,"28,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 XII,"21,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 I,"24,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 II,"26,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 III,"27,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 IV,"29,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 V,"29,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VI,"28,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VII,"28,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VIII,"26,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 IX,"28,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 X,"29,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 XI,"26,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 XII,"27,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 I,"28,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 II,"29,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 III,"26,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 IV,"30,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 V,"27,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VI,"28,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VII,"26,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VIII,"29,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 IX,"27,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 X,"28,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 XI,"26,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 XII,"33,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 I,"29,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 II,"30,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 III,"29,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 IV,"29,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 V,"27,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VI,"30,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VII,"26,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VIII,"25,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 IX,"26,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 X,"27,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 XI,"27,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 XII,"26,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 I,"31,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 II,"30,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 III,"32,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 IV,"28,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 V,"28,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VI,"29,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VII,"26,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VIII,"28,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 IX,"26,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 X,"28,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 XI,"31,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 XII,"31,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 I,"27,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 II,"30,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 III,"30,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 IV,"26,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 V,"30,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VI,"26,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VII,"28,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VIII,"30,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 IX,"29,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 X,"29,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 XI,"33,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 XII,"32,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 I,"35,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 II,"38,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 III,"36,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 IV,"34,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 V,"29,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VI,"35,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VII,"34,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VIII,"33,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 IX,"32,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 X,"35,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 XI,"32,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 XII,"35,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 I,"35,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 II,"37,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 III,"39,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 IV,"36,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 V,"40,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VI,"38,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VII,"35,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VIII,"35,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 IX,"36,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 X,"36,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 XI,"37,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 XII,"35,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 I,"38,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 II,"29,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 III,"40,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 IV,"38,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 V,"37,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VI,"34,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VII,"32,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VIII,"29,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 IX,"33,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 X,"35,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 XI,"34,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 XII,"32,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 I,"31,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 II,"31,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 III,"29,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 IV,"26,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 V,"25,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VI,"26,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VII,"28,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VIII,"25,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 IX,"31,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 X,"33,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 XI,"31,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 XII,"31,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 I,"29,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 II,"33,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 III,"33,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 IV,"30,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 V,"33,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VI,"33,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VII,"33,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VIII,"40,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 IX,"39,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 X,"38,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 XI,"33,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 XII,"38,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 I,"32,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 II,"35,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 III,"29,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 IV,"31,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 V,"26,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 VI,"29,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 VII,"25,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 VIII,"26,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 IX,"24,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 X,"24,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 XI,"19,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 XII,"24,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 I,"25,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 II,"21,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 III,"20,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 IV,"21,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 V,"20,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 VI,"21,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 VII,"19,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 VIII,"18,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 IX,"21,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 X,"24,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 XI,"25,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2018 XII,"33,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 I,"28,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 II,"25,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 III,"27,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 IV,"25,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 V,"29,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 VI,"22,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 VII,"25,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 VIII,"23,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 IX,"23,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 X,"24,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 XI,"27,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2019 XII,"28,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 I,"29,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 II,"30,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 III,"29,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 IV,"66,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 V,"60,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 VI,"65,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 VII,"59,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 VIII,"64,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 IX,"53,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 X,"57,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 XI,"64,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2020 XII,"57,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 I,"63,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 II,"59,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 III,"63,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 IV,"61,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 V,"57,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 VI,"54,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 VII,"55,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 VIII,"52,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 IX,"55,9"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 X,"56,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 XI,"58,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2021 XII,"59,1"
Wyszczególnienie,Bariery działalności - inne [%],2014 I,"10,0"
Wyszczególnienie,Bariery działalności - inne [%],2014 II,"10,5"
Wyszczególnienie,Bariery działalności - inne [%],2014 III,"11,1"
Wyszczególnienie,Bariery działalności - inne [%],2014 IV,"10,7"
Wyszczególnienie,Bariery działalności - inne [%],2014 V,"10,1"
Wyszczególnienie,Bariery działalności - inne [%],2014 VI,"9,4"
Wyszczególnienie,Bariery działalności - inne [%],2014 VII,"12,6"
Wyszczególnienie,Bariery działalności - inne [%],2014 VIII,"12,9"
Wyszczególnienie,Bariery działalności - inne [%],2014 IX,"11,8"
Wyszczególnienie,Bariery działalności - inne [%],2014 X,"12,7"
Wyszczególnienie,Bariery działalności - inne [%],2014 XI,"10,7"
Wyszczególnienie,Bariery działalności - inne [%],2014 XII,"13,7"
Wyszczególnienie,Bariery działalności - inne [%],2015 I,"12,3"
Wyszczególnienie,Bariery działalności - inne [%],2015 II,"10,4"
Wyszczególnienie,Bariery działalności - inne [%],2015 III,"10,2"
Wyszczególnienie,Bariery działalności - inne [%],2015 IV,"11,1"
Wyszczególnienie,Bariery działalności - inne [%],2015 V,"12,0"
Wyszczególnienie,Bariery działalności - inne [%],2015 VI,"11,7"
Wyszczególnienie,Bariery działalności - inne [%],2015 VII,"12,1"
Wyszczególnienie,Bariery działalności - inne [%],2015 VIII,"12,8"
Wyszczególnienie,Bariery działalności - inne [%],2015 IX,"11,2"
Wyszczególnienie,Bariery działalności - inne [%],2015 X,"12,9"
Wyszczególnienie,Bariery działalności - inne [%],2015 XI,"10,7"
Wyszczególnienie,Bariery działalności - inne [%],2015 XII,"13,2"
Wyszczególnienie,Bariery działalności - inne [%],2016 I,"9,8"
Wyszczególnienie,Bariery działalności - inne [%],2016 II,"8,6"
Wyszczególnienie,Bariery działalności - inne [%],2016 III,"8,7"
Wyszczególnienie,Bariery działalności - inne [%],2016 IV,"8,6"
Wyszczególnienie,Bariery działalności - inne [%],2016 V,"10,7"
