Textbox_UWAGA,Textbox_UWAGA2,Textbox_TYTUL,Textbox_PARAMETRY
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2018 XI,"41,9"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2018 XII,"41,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 I,"39,5"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 II,"40,5"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 III,"41,5"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 IV,"40,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 V,"41,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 VI,"42,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 VII,"42,2"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 VIII,"42,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 IX,"43,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 X,"43,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 XI,"44,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2019 XII,"44,2"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 I,"50,6"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 II,"51,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 III,"51,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 IV,"45,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 V,"45,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 VI,"45,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 VII,"46,6"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 VIII,"47,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 IX,"47,7"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 X,"49,5"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 XI,"48,8"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2020 XII,"50,9"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 I,"49,9"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 II,"49,2"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 III,"49,5"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 IV,"49,6"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 V,"50,0"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 VI,"50,4"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 VII,"49,9"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 VIII,"50,3"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 IX,"51,6"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 X,"51,7"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 XI,"53,6"
Wyszczególnienie,Bariery działalności - wysokie obciążenia na rzecz budżetu [%],2021 XII,"53,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 I,"57,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 II,"55,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 III,"57,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 IV,"57,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 V,"57,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 VI,"58,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 VII,"57,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 VIII,"57,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 IX,"56,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 X,"56,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 XI,"57,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2014 XII,"55,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 I,"54,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 II,"53,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 III,"55,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 IV,"56,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 V,"55,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 VI,"56,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 VII,"56,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 VIII,"55,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 IX,"55,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 X,"55,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 XI,"54,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2015 XII,"54,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 I,"53,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 II,"54,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 III,"55,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 IV,"56,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 V,"56,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 VI,"56,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 VII,"56,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 VIII,"53,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 IX,"53,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 X,"52,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 XI,"51,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2016 XII,"52,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 I,"47,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 II,"46,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 III,"45,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 IV,"46,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 V,"47,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 VI,"46,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 VII,"45,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 VIII,"44,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 IX,"42,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 X,"41,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 XI,"39,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2017 XII,"39,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 I,"34,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 II,"32,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 III,"31,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 IV,"31,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 V,"32,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VI,"31,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VII,"31,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 VIII,"28,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 IX,"28,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 X,"27,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 XI,"26,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2018 XII,"27,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 I,"24,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 II,"23,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 III,"24,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 IV,"24,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 V,"24,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VI,"24,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VII,"25,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 VIII,"24,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 IX,"24,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 X,"23,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 XI,"24,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2019 XII,"23,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 I,"24,6"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 II,"25,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 III,"27,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 IV,"22,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 V,"24,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VI,"25,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VII,"27,2"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 VIII,"29,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 IX,"28,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 X,"27,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 XI,"26,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2020 XII,"27,4"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 I,"27,8"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 II,"27,1"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 III,"28,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 IV,"29,0"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 V,"29,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VI,"29,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VII,"28,5"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 VIII,"27,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 IX,"26,3"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 X,"26,9"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 XI,"25,7"
Wyszczególnienie,Bariery działalności - zbyt duża konkurencja na rynku [%],2021 XII,"24,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 I,"31,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 II,"29,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 III,"29,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 IV,"31,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 V,"30,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VI,"30,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VII,"31,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 VIII,"31,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 IX,"29,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 X,"30,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 XI,"30,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2014 XII,"29,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 I,"30,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 II,"29,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 III,"30,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 IV,"30,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 V,"30,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VI,"29,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VII,"30,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 VIII,"29,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 IX,"30,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 X,"30,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 XI,"31,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2015 XII,"31,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 I,"31,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 II,"30,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 III,"31,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 IV,"31,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 V,"31,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VI,"30,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VII,"31,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 VIII,"31,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 IX,"31,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 X,"32,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 XI,"31,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2016 XII,"34,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 I,"38,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 II,"38,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 III,"41,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 IV,"38,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 V,"34,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VI,"36,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VII,"36,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 VIII,"36,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 IX,"35,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 X,"37,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 XI,"34,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2017 XII,"34,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 I,"35,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 II,"34,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 III,"34,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 IV,"34,4"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 V,"34,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VI,"34,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VII,"35,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 VIII,"34,8"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 IX,"34,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 X,"34,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 XI,"34,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2018 XII,"35,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 I,"34,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 II,"31,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 III,"32,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 IV,"32,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 V,"32,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VI,"32,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VII,"32,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 VIII,"33,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 IX,"33,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 X,"34,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 XI,"36,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2019 XII,"36,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 I,"42,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 II,"41,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 III,"39,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 IV,"36,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 V,"36,5"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VI,"37,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VII,"36,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 VIII,"37,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 IX,"37,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 X,"41,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 XI,"42,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2020 XII,"41,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 I,"40,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 II,"39,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 III,"39,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 IV,"39,3"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 V,"38,6"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VI,"39,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VII,"40,2"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 VIII,"41,0"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 IX,"42,1"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 X,"43,7"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 XI,"43,9"
Wyszczególnienie,"Bariery działalności - niejasne, niespójne i niestabilne przepisy prawne [%]",2021 XII,"45,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 I,"44,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 II,"41,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 III,"40,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 IV,"40,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 V,"40,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VI,"38,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VII,"37,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 VIII,"38,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 IX,"38,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 X,"38,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 XI,"37,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2014 XII,"36,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 I,"37,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 II,"36,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 III,"37,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 IV,"36,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 V,"35,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VI,"33,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VII,"35,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 VIII,"33,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 IX,"33,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 X,"34,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 XI,"34,5"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2015 XII,"36,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 I,"37,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 II,"38,2"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 III,"39,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 IV,"37,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 V,"38,3"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VI,"37,6"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VII,"37,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 VIII,"36,8"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 IX,"37,0"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 X,"36,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 XI,"37,7"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2016 XII,"41,4"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 I,"45,1"
Wyszczególnienie,Bariery działalności - niepewność ogólnej sytuacji gospodarczej [%],2017 II,"43,1"
